,round_epochs,val_loss,val_acc,val_fmeasure_acc,loss,acc,fmeasure_acc,first_neuron,activation,optimizer,losses,hidden_layers,batch_size,epochs,dropout,kernel_initializer,lr,last_activation,
192,10,0.6867039962248369,0.709090921011838,0.0,0.6823462009429931,0.7760000061988831,0.2424934709072113,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.2,uniform,0.01,sigmoid,192
193,10,0.6900096156380393,0.709090921011838,0.0,0.6865015435218811,0.7759999990463257,0.24902559757232667,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.1,normal,0.001,sigmoid,193
194,50,0.6710641329938715,0.709090921011838,0.0,0.6574187564849854,0.8320000100135804,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.0,normal,0.001,sigmoid,194
195,50,0.6926377361471002,0.709090921011838,0.1818181425333023,0.6919749641418457,0.8320000028610229,0.2293333053588867,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.2,normal,0.001,sigmoid,195
196,50,0.6837763515385714,0.7090908993374218,0.0,0.6761042928695679,0.8240000081062316,0.22399998664855958,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.2,normal,0.001,sigmoid,196
197,4,0.6926554820754312,0.6363636417822405,0.31515147469260474,0.6923536825180053,0.6160000014305115,0.16812696695327758,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.1,normal,0.001,sigmoid,197
198,10,0.6933757012540643,0.41818182305856183,0.3461537875912406,0.6932461881637573,0.47200000286102295,0.2946432840824127,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,normal,0.01,sigmoid,198
199,50,0.6742490367455916,0.7272727218541232,0.42105257511138916,0.6559297919273377,0.8320000100135804,0.2149320775270462,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,50,0.0,normal,0.1,sigmoid,199
200,10,0.6925195130434904,0.709090921011838,0.0,0.6918889689445495,0.8319999957084656,0.1519999885559082,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.1,normal,0.01,sigmoid,200
201,4,0.6907006122849204,0.7272727326913313,0.4848484288562428,0.690865604877472,0.783999993801117,0.26554109692573546,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,normal,0.1,sigmoid,201
202,50,0.7095416784286499,0.2909090938893231,0.44729338721795514,0.7189072012901306,0.16800000607967377,0.2852173662185669,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.0,uniform,0.001,sigmoid,202
203,25,0.692235919562253,0.7272727326913313,0.0727272629737854,0.691433846950531,0.84,0.10285713672637939,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.0,uniform,0.01,sigmoid,203
204,10,0.6726700230078264,0.709090921011838,0.0,0.6608417558670044,0.8319999957084656,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.0,normal,0.1,sigmoid,204
205,4,0.6914066943255338,0.709090921011838,0.10389609770341353,0.6906365060806274,0.791999990940094,0.26793646812438965,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.2,normal,0.001,sigmoid,205
206,10,0.6697228442538868,0.709090921011838,0.0,0.6551983547210694,0.8320000028610229,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.2,uniform,0.1,sigmoid,206
207,10,0.6841489564288746,0.709090921011838,0.0,0.6790437221527099,0.8400000023841858,0.22371036887168885,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.1,uniform,0.1,sigmoid,207
208,4,0.665736583146182,0.709090921011838,0.0,0.6550382947921753,0.8319999980926513,0.1135930609703064,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.0,uniform,0.1,sigmoid,208
209,4,0.6825914328748529,0.7090908993374218,0.0,0.6774542188644409,0.7680000019073486,0.22399997234344482,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.2,uniform,0.01,sigmoid,209
210,25,0.6979189460927789,0.2909090938893231,0.43722939220341767,0.6957787132263183,0.488000009059906,0.30825971841812133,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.2,normal,0.01,sigmoid,210
211,25,0.6915638284249739,0.6545454588803378,0.17171715064482254,0.6902932214736939,0.7280000042915344,0.24126980304718018,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.2,normal,0.001,sigmoid,211
212,50,0.7155939069661227,0.2909090952439742,0.4500506980852647,0.7264563322067261,0.18400000482797624,0.28865798115730285,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.2,uniform,0.001,sigmoid,212
213,25,0.692900072444569,0.6909091147509488,0.4454544891010631,0.6927585196495056,0.7200000011920928,0.26836359858512876,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.0,uniform,0.01,sigmoid,213
214,10,0.6924519322135232,0.6000000021674416,0.37987010316415265,0.6917256379127502,0.6559999907016754,0.35435760498046875,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.1,normal,0.001,sigmoid,214
215,25,0.6919843066822399,0.6181818246841431,0.45741619305177167,0.6918242478370666,0.7200000011920928,0.22784613132476805,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.2,normal,0.01,sigmoid,215
216,10,0.6890260902318087,0.7090908993374218,0.30995666167952796,0.6863230180740356,0.8320000004768372,0.3217777371406555,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.1,normal,0.1,sigmoid,216
217,50,0.6913823810490695,0.7090909047560259,0.20279717987233942,0.6901061725616455,0.8320000219345093,0.25599997758865356,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,50,0.2,normal,0.01,sigmoid,217
218,25,0.6613546934994784,0.7272727164355192,0.4500506980852647,0.6420181941986084,0.8320000100135804,0.2869467532634735,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,uniform,0.1,sigmoid,218
219,25,0.6929634538563815,0.49090908603234723,0.10695185173641551,0.6927348446846008,0.6960000109672546,0.2482637071609497,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,uniform,0.001,sigmoid,219
220,25,0.6932706995443865,0.47272729060866614,0.4537683969194239,0.6934766006469727,0.3680000078678131,0.20060198664665221,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.0,normal,0.001,sigmoid,220
221,50,0.692685457793149,0.6181818301027472,0.45050501552495087,0.6927099180221558,0.6240000033378601,0.33523805975914,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,50,0.1,uniform,0.001,sigmoid,221
222,50,0.6923926201733676,0.7272727218541232,0.3434343012896451,0.6918485188484191,0.8479999947547913,0.3794285249710083,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.1,uniform,0.01,sigmoid,222
223,25,0.7069393504749645,0.2909090952439742,0.4500506980852647,0.7147844743728637,0.1680000066757202,0.2869467532634735,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.0,uniform,0.001,sigmoid,223
224,25,0.6932142972946167,0.4909091049974615,0.30945817719806323,0.6930046558380127,0.5920000052452088,0.22165077090263366,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.1,uniform,0.001,sigmoid,224
225,4,0.7157719948075034,0.2909090952439742,0.4500506980852647,0.728755419254303,0.1760000067949295,0.2869467532634735,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,normal,0.1,sigmoid,225
226,25,0.7015867287462408,0.2909090952439742,0.4500506980852647,0.7063528752326965,0.1680000078678131,0.2869467532634735,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.0,uniform,0.001,sigmoid,226
227,25,0.693983869119124,0.3818181942809712,0.41833456267010083,0.693627462387085,0.45600000619888303,0.29576605081558227,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.2,normal,0.001,sigmoid,227
228,4,0.7161105437712236,0.2909090952439742,0.4500506980852647,0.7279958295822143,0.16800000607967377,0.2843697237968445,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,uniform,0.01,sigmoid,228
229,4,0.6885506619106639,0.709090921011838,0.0,0.6845855855941773,0.7520000004768371,0.20363632678985596,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.1,uniform,0.001,sigmoid,229
230,50,0.6788339181379839,0.709090921011838,0.30952375449917535,0.6620944905281066,0.8320000028610229,0.28984610438346864,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.0,normal,0.1,sigmoid,230
231,10,0.692900148305026,0.6545454480431296,0.4099173166535117,0.6927880263328552,0.656000007390976,0.20133330464363097,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.1,normal,0.01,sigmoid,231
232,4,0.6919575008479032,0.6363636417822405,0.24793384833769364,0.6921374845504761,0.6560000085830688,0.274500572681427,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.0,normal,0.001,sigmoid,232
233,50,0.6919950084252791,0.6727272868156433,0.3506492999466983,0.6916441154479981,0.7119999945163726,0.2544057655334473,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.0,normal,0.01,sigmoid,233
234,50,0.6907748525792902,0.6727272759784352,0.3737373406236822,0.6877467703819274,0.8239999961853027,0.32095234870910644,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.0,normal,0.01,sigmoid,234
235,10,0.6755399920723655,0.709090921011838,0.0,0.6677114295959473,0.82400000333786,0.19384612798690795,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.2,uniform,0.1,sigmoid,235
236,25,0.6687397035685453,0.709090921011838,0.0,0.6535156059265137,0.8399999880790711,0.18327271699905395,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.1,normal,0.1,sigmoid,236
237,4,0.6938770413398743,0.4000000059604645,0.28604221073063935,0.6934545516967774,0.48800000607967375,0.2479480242729187,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,normal,0.001,sigmoid,237
238,10,0.6878401637077332,0.709090921011838,0.0727272629737854,0.6848503756523132,0.8320000028610229,0.14438094615936278,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,10,0.2,uniform,0.1,sigmoid,238
239,10,0.6931448524648492,0.4909090982242064,0.43885000998323614,0.6932058072090149,0.4480000102519989,0.25219045162200926,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.0,uniform,0.001,sigmoid,239
240,50,0.6926423365419562,0.7454545389522206,0.2818181731484153,0.6920950818061828,0.7840000057220459,0.18476187705993652,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.0,uniform,0.001,sigmoid,240
241,4,0.6931411027908325,0.5818181959065524,0.5079051066528667,0.693195812702179,0.511999990940094,0.3255283236503601,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.0,uniform,0.01,sigmoid,241
242,25,0.6817107471552762,0.709090921011838,0.0,0.6728717255592346,0.8320000028610229,0.022857139110565184,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.0,uniform,0.1,sigmoid,242
243,10,0.6915394717996771,0.6909090768207203,0.09090908549048683,0.6897449564933776,0.8480000114440918,0.3408253526687622,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.1,normal,0.1,sigmoid,243
244,50,0.6726613315668973,0.7090908993374218,0.0,0.6528612184524536,0.8320000123977661,0.0,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.2,normal,0.1,sigmoid,244
245,25,0.6927731091325934,0.6363636417822405,0.2020201791416515,0.6924981856346131,0.7359999942779542,0.19555553197860717,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.1,uniform,0.001,sigmoid,245
246,50,0.6354591196233575,0.709090921011838,0.4500506980852647,0.5921217250823975,0.8320000100135804,0.2867532229423523,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.1,uniform,0.1,sigmoid,246
247,25,0.6947164643894542,0.34545455602082337,0.38941107013008813,0.6951297497749329,0.3520000088214874,0.32370558738708494,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.1,normal,0.001,sigmoid,247
248,25,0.7237213850021362,0.2909090952439742,0.4500506980852647,0.7350298070907593,0.19200000345706938,0.2903731429576874,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,normal,0.001,sigmoid,248
249,50,0.682882780378515,0.7090908993374218,0.0,0.6750398778915405,0.8400000095367431,0.280380916595459,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.1,normal,0.01,sigmoid,249
250,4,0.6962422565980391,0.2909090952439742,0.4500506980852647,0.6937287068367004,0.45600000381469724,0.2854956221580505,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.2,uniform,0.001,sigmoid,250
251,10,0.7025482112711127,0.2909090938893231,0.44729338721795514,0.7081843376159668,0.1680000054836273,0.2852173662185669,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,normal,0.01,sigmoid,251
252,25,0.686667106368325,0.709090921011838,0.272727218541232,0.6821335554122925,0.8320000028610229,0.2704561150074005,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.0,normal,0.1,sigmoid,252
253,4,0.6910169883207842,0.709090921011838,0.0,0.6903145599365235,0.8319999933242798,0.09333332538604737,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,uniform,0.1,sigmoid,253
254,50,0.6731117963790894,0.7272727218541232,0.42172368277202954,0.6546636819839478,0.8320000123977661,0.29104758739471437,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.1,normal,0.1,sigmoid,254
255,10,0.685409730130976,0.7272727435285394,0.060606051575053825,0.6813627481460571,0.8320000004768372,0.17333330869674682,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.0,normal,0.1,sigmoid,255
256,10,0.652790140021931,0.709090921011838,0.0,0.6218128252029419,0.8320000028610229,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.1,normal,0.001,sigmoid,256
257,50,0.6922173825177279,0.7272727218541232,0.40998213670470496,0.6916820573806762,0.7760000133514404,0.2811188578605652,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.0,uniform,0.01,sigmoid,257
258,25,0.6782712340354919,0.709090921011838,0.12121210315010765,0.6633714866638184,0.8320000004768372,0.11999998569488525,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.2,uniform,0.1,sigmoid,258
259,4,0.6771009510213678,0.709090921011838,0.0,0.6657909321784973,0.8160000038146973,0.11600000143051148,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,normal,0.001,sigmoid,259
260,25,0.6489275964823636,0.709090921011838,0.43722939220341767,0.6197642326354981,0.8320000076293945,0.2655477547645569,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.2,uniform,0.1,sigmoid,260
261,25,0.692362904548645,0.6909090876579285,0.3340908559885892,0.6915491604804993,0.8320000028610229,0.31285710096359254,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.0,uniform,0.01,sigmoid,261
262,4,0.6932703256607056,0.3818181888623671,0.4106781780719757,0.6933864259719849,0.32000000655651095,0.2799129450321198,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,uniform,0.001,sigmoid,262
263,50,0.6696716221896085,0.709090921011838,0.4500506980852647,0.6548772549629212,0.8320000100135804,0.40993935585021973,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,50,0.0,normal,0.1,sigmoid,263
264,4,0.6868232759562406,0.709090921011838,0.0,0.6816022109985351,0.7119999957084656,0.21257140159606933,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,normal,0.001,sigmoid,264
265,50,0.6367693868550387,0.709090921011838,0.0,0.594422881603241,0.8320000028610229,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.0,normal,0.1,sigmoid,265
266,10,0.6920190290971235,0.6727272813970392,0.18461535735563797,0.691115517616272,0.7679999923706055,0.25616159200668337,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.1,normal,0.01,sigmoid,266
267,50,0.6807070645419034,0.709090921011838,0.0,0.6730630493164063,0.8399999952316284,0.09333332538604737,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.1,uniform,0.01,sigmoid,267
268,4,0.6931774345311251,0.5454545346173373,0.4993006532842463,0.6933601832389832,0.38400000691413877,0.26130757212638855,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.1,uniform,0.01,sigmoid,268
269,4,0.6705585555596785,0.709090921011838,0.0,0.653831980228424,0.8320000028610229,0.0,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.1,normal,0.001,sigmoid,269
270,25,0.6225729855624113,0.709090921011838,0.4069263664158908,0.567543044090271,0.8320000052452088,0.28126981735229495,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.2,uniform,0.1,sigmoid,270
271,4,0.6827931512485851,0.709090921011838,0.43722939220341767,0.6785576486587525,0.831999989748001,0.2533333015441894,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.2,uniform,0.1,sigmoid,271
272,10,0.6871429519219832,0.7090908993374218,0.0,0.6818580508232117,0.7920000028610229,0.19555552959442138,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.2,normal,0.001,sigmoid,272
273,50,0.7077879959886725,0.2909090952439742,0.4500506980852647,0.7108196115493775,0.29600000500679013,0.3150869631767273,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,50,0.2,normal,0.001,sigmoid,273
274,50,0.6141044280745767,0.709090921011838,0.3147579323161732,0.4714042568206787,0.847999997138977,0.2085714042186737,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.2,normal,0.1,sigmoid,274
275,50,0.6922404549338601,0.7272727218541232,0.44155839627439325,0.6914531207084655,0.8400000095367431,0.294476158618927,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.0,uniform,0.01,sigmoid,275
276,25,0.6852240020578558,0.7090908993374218,0.15873013572259384,0.6799143171310424,0.8400000095367431,0.20266663789749145,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,25,0.1,uniform,0.1,sigmoid,276
277,10,0.6925843412225897,0.6545454534617338,0.2060605829412287,0.6923131608963012,0.7759999966621399,0.2514285469055176,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,uniform,0.01,sigmoid,277
278,25,0.6929195902564309,0.5818181931972504,0.34141410209915857,0.6930251860618591,0.5440000081062317,0.2539047336578369,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.0,normal,0.001,sigmoid,278
279,10,0.6921153718774969,0.6545454588803378,0.0,0.6911827659606934,0.7520000076293946,0.24092304110527038,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,10,0.1,normal,0.001,sigmoid,279
280,4,0.7101493369449269,0.2909090938893231,0.43722939220341767,0.719215703010559,0.16800000429153442,0.2780419206619263,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.1,normal,0.001,sigmoid,280
281,25,0.6935469887473367,0.4000000059604645,0.4202019816095179,0.6938182234764099,0.43200000405311584,0.2802347373962402,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,25,0.2,normal,0.01,sigmoid,281
282,50,0.6455475362864408,0.709090921011838,0.10389609770341353,0.5824839091300964,0.8320000195503234,0.09018181085586548,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,50,0.2,uniform,0.1,sigmoid,282
283,4,0.6934109980409796,0.3272727280855179,0.4612794112075459,0.6936045408248901,0.24800000727176666,0.29582529902458193,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.0,uniform,0.001,sigmoid,283
284,4,0.6612277735363353,0.709090921011838,0.0,0.6405520367622376,0.8320000004768372,0.0,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,4,0.0,uniform,0.001,sigmoid,284
285,50,0.6891818967732516,0.709090921011838,0.25454542311755096,0.6856468105316162,0.8559999990463257,0.30019044399261474,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,50,0.2,normal,0.01,sigmoid,285
286,4,0.692146664316004,0.6545454588803378,0.17045451836152511,0.691491174697876,0.8159999895095825,0.22857140779495239,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,30,4,0.1,uniform,0.1,sigmoid,286
287,10,0.6895053657618436,0.7090908993374218,0.48989893089641223,0.6866558980941773,0.8320000100135804,0.2639999747276306,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.1,normal,0.1,sigmoid,287
